material_id,formula_pretty,formation_energy_per_atom,band_gap,energy_above_hull,density,volume,nsites,is_stable
mp-773043,Li(FeO2)2,-1.621175424583332,-0.7076014867272377,0.3572409176470675,0.6883935353021977,1.5750602552639352,1.7142453689685546,-0.13168538439184413
mp-752527,Li(FeO2)3,-0.686504412333332,-0.7076014867272377,2.206051032491325,0.5645855389226224,-0.40501498030433924,-0.49404143753439594,-0.13168538439184413
mp-753154,Li(FeO2)3,-1.507841640333333,-0.2153611784289683,0.8685958872472395,0.2046073817926464,-0.32442670552935265,-0.49404143753439594,-0.13168538439184413
mp-758249,Li(FeO2)3,-1.495531120333333,-0.7076014867272377,1.1199001322211564,0.1760284042248597,-0.9635529978765996,-1.107454439340771,-0.13168538439184413
mp-1235270,Li(FeO2)8,-1.3112601873333332,-0.7076014867272377,2.206051032491325,-0.05834390084195634,0.16309336531257704,-0.18733493663120837,-0.13168538439184413
mp-1236025,Li(FeO2)8,-1.345711989733333,-0.7076014867272377,1.6551725494067389,0.14384035631064218,0.0957214708158334,-0.18733493663120837,-0.13168538439184413
mp-685404,Li10Fe21O32,-1.6794561578306881,-0.7076014867272377,0.5848218952058832,1.5870961151229235,1.7058576923533497,2.143634470233017,-0.13168538439184413
mp-849463,Li11(FeO3)4,-1.868822404691358,-0.7076014867272377,0.6046187737228111,-1.1945313351700368,-0.030833072486935183,-0.06465233626993333,-0.13168538439184413
mp-760142,Li12Fe5O16,-1.8193510454545452,-0.7076014867272377,-0.18344918990189205,-0.36497919732103806,0.033805249059875433,0.30339546481389174,-0.13168538439184413
mp-753008,Li13(FeO6)2,-1.8265476067901232,-0.7076014867272377,-0.3862408706495147,-1.5165856120861725,-0.23354587309485367,-0.06465233626993333,-0.13168538439184413
mp-781016,Li14Fe4O13,-1.923849786182795,2.0887725672092206,0.28240253614198474,-1.650435002495925,2.2232051424864587,2.0822931700523797,-0.13168538439184413
mp-766829,Li15(FeO4)4,-1.798948996571428,-0.7076014867272377,0.6375747029098288,-1.7979150799517662,2.618252715515478,2.419670321045886,-0.13168538439184413
mp-758099,Li15(FeO6)2,-1.9115229358620691,-0.6847917917688796,-0.6960417129396342,-1.500487454814015,-0.19129360433615436,0.0580302640913417,-0.13168538439184413
mp-1178060,Li2(FeO2)3,-1.710918977878788,-0.7076014867272377,0.16361391542100379,0.18356917678262033,-0.28627331785259014,-0.3713588371731209,-0.13168538439184413
mp-752883,Li2(FeO2)3,-1.741920333787879,-0.7076014867272377,-0.4692409387932614,0.5976987275078052,-0.3811894193258622,-0.3713588371731209,-0.13168538439184413
mp-753191,Li2(FeO2)3,-1.585971655151515,-0.7076014867272377,2.206051032491325,1.151723281327684,-0.48874017470473413,-0.3713588371731209,-0.13168538439184413
mp-758515,Li2(FeO2)3,-1.677675127878788,-0.7076014867272377,0.842246550295579,0.9353367405168609,-1.0292982117382534,-1.0461131391601335,-0.13168538439184413
mp-762575,Li2(FeO2)3,-1.7284391792424252,-0.7076014867272377,-0.19403961793741953,0.35246084705209646,-0.3266994524768938,-0.3713588371731209,-0.13168538439184413
mp-762529,Li2(FeO2)5,-1.537668195098039,-0.7076014867272377,1.00181208566433,0.45048488823193783,-0.5801569243064391,-0.6780653380763085,-0.13168538439184413
mp-769519,Li21(FeO4)4,-1.998780044878048,0.9771249465961295,-1.163529890950976,-1.626033996954193,0.6414449206535165,0.7941258662589918,-0.13168538439184413
mp-763418,Li2Fe3O10,-0.826597017777778,-0.7076014867272377,2.206051032491325,-0.745881345123766,-0.6244316459666136,-0.8007479384375835,-0.13168538439184413
mp-1222957,Li2Fe3O4,-1.448315838518518,1.5810500307267794,2.206051032491325,1.2367429694859342,-0.6311670380089793,-0.616724037895671,-0.13168538439184413
mp-1120820,Li2Fe4O7,-1.633704040897435,0.8524398264869639,2.206051032491325,-0.04186089252706735,-0.7399821647744578,-0.9234305387988585,-0.13168538439184413
mp-1177943,Li2FeO2,-1.836257250333333,2.4912218612866956,-0.8534506766881785,-0.12831125080750405,-0.5791091439925375,-0.49404143753439594,-0.13168538439184413
mp-1272755,Li2FeO2,-1.8356684158333332,2.4912218612866956,-0.8414303388440342,-0.08542578246466451,-0.5877902315089947,-0.49404143753439594,-0.13168538439184413
mp-754868,Li2FeO2,-1.825340239833333,2.4912218612866956,-0.6305932278497195,-0.0983985436544607,-0.5851796918696134,-0.49404143753439594,-0.13168538439184413
mp-755094,Li2FeO2,-1.877975758333332,1.5338942364864419,-1.7050831141789036,-0.7963107303515945,-0.42194068839755655,-0.49404143753439594,-0.13168538439184413
mp-1303136,Li2FeO3,-1.8771673602777792,-0.6305449006502937,-1.7302456495520218,0.19726180047133127,-0.48929987882359255,-0.24867623681184586,-0.13168538439184413
mp-759394,Li2FeO3,-1.811094162361111,-0.7076014867272377,-0.38144193407449145,-0.09804174089565255,-0.42415166470824917,-0.24867623681184586,-0.13168538439184413
mp-774155,Li2FeO3,-1.877959272777777,-0.5995804442819523,-1.7464115769781097,-0.13014964755313166,-0.4166085593808501,-0.24867623681184586,7.5938571665963455
mp-849695,Li2FeO3,-1.820166784444444,-0.7076014867272377,-0.56664844383896,0.13154652616475046,-1.0424855266572897,-0.984771838979496,-0.13168538439184413
mp-887724,Li2FeO3,-1.8744459473611101,0.505803374088688,-1.6746913254222922,0.18645975087433578,-0.48704322722086135,-0.24867623681184586,-0.13168538439184413
mp-753083,Li3(FeO2)4,-1.719369595333332,-0.7076014867272377,0.755681334975102,-0.7095781753385846,-0.5443272973890841,-0.8007479384375835,-0.13168538439184413
mp-756480,Li3(FeO2)4,-1.781713908666665,0.13257530839698728,-0.5170017515761415,0.4565265074256075,-0.7648642810558338,-0.8007479384375835,-0.13168538439184413
mp-758469,Li3(FeO2)4,-1.744285989999999,-0.35422849229462766,0.24704353988771863,0.7897596408119314,-0.8120469885904885,-0.8007479384375835,-0.13168538439184413
mp-752476,Li3(FeO2)5,-1.692278066666666,-0.16513257554138983,-0.09300168025134184,0.4226848106599672,-0.5591981042122203,-0.616724037895671,-0.13168538439184413
mp-1177753,Li3(FeO3)2,-1.666974289999998,-0.39074764121759653,-0.33305923238112045,-0.17439497154140474,-0.4415337105052225,-0.3713588371731209,-0.13168538439184413
mp-1272244,Li3(FeO3)2,-1.664766084545454,-0.7076014867272377,-0.28798141239451824,-0.19913658762605863,-1.0226343875147768,-1.0461131391601335,-0.13168538439184413
mp-1276910,Li3(FeO3)2,-1.66337931090909,-0.7076014867272377,-0.2596721206963456,-0.18670207987605542,-0.43865250787846327,-0.3713588371731209,-0.13168538439184413
mp-1286090,Li3(FeO3)2,-1.6617840481818171,-0.7076014867272377,-0.22710677859768763,-0.16768234693784262,-0.44309922706794297,-0.3713588371731209,-0.13168538439184413
mp-1305099,Li3(FeO3)2,-1.666173768181818,-0.7076014867272377,-0.31671755622910813,-0.19050863418441738,-0.43775847957104336,-0.3713588371731209,-0.13168538439184413
mp-752654,Li3(FeO3)2,-1.666520006363636,-0.7076014867272377,-0.3237855862443441,-0.20355355279830528,-1.0221130309499478,-1.0461131391601335,-0.13168538439184413
mp-753133,Li3(FeO3)2,-1.658004435454546,-0.2493984434445509,-0.14995059650946968,-0.3250103625945547,-0.40526797022821437,-0.3713588371731209,-0.13168538439184413
mp-755242,Li3(FeO3)2,-1.640811262272728,-0.7076014867272377,0.20102705554442993,-0.039201054284753886,-0.47227495699611943,-0.3713588371731209,-0.13168538439184413
mp-760809,Li3(FeO3)2,-1.666502363030303,-0.7076014867272377,-0.3234254191220517,-0.2781977410344226,1.9687477775008977,2.32765837077493,-0.13168538439184413
mp-850218,Li35(FeO4)8,-1.9352236890222212,-0.6303085307543533,-0.7693047652250566,-1.7233049645866256,2.618252715515478,2.419670321045886,-0.13168538439184413
mp-1177704,Li3Fe3O8,-1.566437535357141,-0.6496908622215588,0.4371964921338963,-0.1862730730065804,0.011322475938833074,-0.0033110360892958145,-0.13168538439184413
mp-1273581,Li3Fe3O8,-1.60442291642857,-0.5905983882361736,-0.33822871412885597,-0.09341239190486285,-0.8139169091454739,-0.8620892386182211,-0.13168538439184413
mp-1299455,Li3Fe3O8,-1.604641878214284,-0.5073961848647482,-0.34269855181542386,-0.10259130893657092,-0.015413054722268981,-0.0033110360892958145,-0.13168538439184413
mp-1308681,Li3Fe3O8,-1.603346729642856,-0.45811306156093595,-0.3162596740204963,-0.1006313198349122,-0.016028685933569042,-0.0033110360892958145,-0.13168538439184413
mp-756816,Li3Fe3O8,-1.523330625714285,-0.7076014867272377,1.3171714550889173,-0.06295155909995304,-0.8186569415538886,-0.8620892386182211,-0.13168538439184413
mp-756955,Li3Fe3O8,-1.564301408214285,-0.7076014867272377,0.48080292133461006,-0.21953567822058373,0.022200308542397667,-0.0033110360892958145,-0.13168538439184413
mp-758388,Li3Fe3O8,-1.59954026642857,-0.7076014867272377,-0.23855537200180554,-0.09209993578111716,-0.8141223123892237,-0.8620892386182211,-0.13168538439184413
mp-755806,Li3Fe5O12,-1.454642467499999,-0.7076014867272377,1.228375937552369,0.5904047323689604,-0.5188157938530038,-0.49404143753439594,-0.13168538439184413
mp-758559,Li3Fe5O12,-1.44683702275,-0.7076014867272377,1.3877145682181837,-0.016347915674247256,0.828445940730105,0.7327845660783544,-0.13168538439184413
mp-759319,Li3Fe5O12,-1.454905721749999,-0.7076014867272377,1.2230019232513745,0.11547356773235234,0.7677091552965756,0.7327845660783544,-0.13168538439184413
mp-586092,Li3Fe5O8,-1.7782995015625,-0.32917328332482265,-0.7097405124356754,1.3069645537583527,1.7663811271011758,2.204975770413655,-0.13168538439184413
mp-770655,Li3Fe5O9,-1.768304815882352,1.2996516696083698,0.43127746138965833,-0.2009992026909335,0.6722851786459034,0.3647367649945293,-0.13168538439184413
mp-752897,Li3Fe7O12,-1.7294864004545452,0.5823872203737489,0.44477914015055825,1.0860699963845293,-0.3771627481052768,-0.3713588371731209,-0.13168538439184413
mp-1663732,Li3FeO3,-1.936257486785714,1.083136844925914,-0.15355404918786436,-1.209655570983092,-0.00244356042072297,-0.0033110360892958145,-0.13168538439184413
mp-1665973,Li3FeO3,-1.894174368571428,-0.7076014867272377,0.705521460944059,-1.2719582632503812,0.023204192351563596,-0.0033110360892958145,-0.13168538439184413
mp-770885,Li3FeO3,-1.9455587696428571,2.0617082141239136,-0.34342838964652556,-1.3114956640382374,0.03990923630717396,-0.0033110360892958145,-0.13168538439184413
mp-770886,Li3FeO3,-1.9685776071428571,1.716489981101286,-0.813329870503146,-1.2458684046350785,0.012364980754964845,-0.0033110360892958145,-0.13168538439184413
mp-771894,Li3FeO3,-1.940740663571428,1.5470127657111978,-0.24507263306723748,-1.1729816930681076,-0.017167562010327007,-0.0033110360892958145,-0.13168538439184413
mp-1276702,Li3FeO4,-1.759725003125,-0.7076014867272377,-0.4953120351371629,-0.5201150482670684,-0.06475812286810192,0.24205416463325424,-0.13168538439184413
mp-1279318,Li3FeO4,-1.752630703125,-0.4855319694901564,-0.3504905568309287,-0.6792879445306257,-0.8098083195050693,-0.739406638256946,-0.13168538439184413
mp-1282942,Li3FeO4,-1.761987721875,-0.7076014867272377,-0.5415026775354593,-0.5131432154285848,-0.06706792472072752,0.24205416463325424,-0.13168538439184413
mp-754360,Li3FeO4,-1.759684287499999,-0.7076014867272377,-0.49448087533241725,-0.5620909970245146,-1.2198322629465779,-1.2301370397020461,-0.13168538439184413
mp-760335,Li3FeO4,-1.76369332125,-0.7076014867272377,-0.5763204076689029,-0.5013691448611031,-1.2248945973428376,-1.2301370397020461,-0.13168538439184413
mp-764163,Li3FeO4,-1.7634307837499992,-0.7076014867272377,-0.5709610249446077,-0.5391632788401592,-1.2217593097882122,-1.2301370397020461,-0.13168538439184413
mp-849528,Li3FeO4,-1.804516709999999,-0.3151092745163019,-1.4096800778611616,-0.14243507352254914,-0.18066980899572296,0.24205416463325424,-0.13168538439184413
mp-1211341,Li3FeO6,-0.14600653400000002,-0.7076014867272377,2.206051032491325,-2.757151896832032,2.618252715515478,-1.107454439340771,-0.13168538439184413
mp-752950,Li4(FeO2)5,-1.810295860701754,-0.3089636572218216,-0.6578178961114958,0.5454725067388213,-0.566232672329286,-0.5553827377150334,-0.13168538439184413
mp-771396,Li4(FeO2)9,-1.5722452917204301,-0.7076014867272377,0.7747298933936011,0.40205325021409916,2.141144782978689,2.0822931700523797,-0.13168538439184413
mp-760830,Li4Fe2O5,-1.9406634475757572,1.901331239727575,-0.7582894558797665,-0.9157795675430178,1.0242936020416407,0.9781497668009045,-0.13168538439184413
mp-770893,Li4Fe2O5,-1.91489074030303,0.9661337464348486,-0.23217108377960793,-0.9132306046390055,1.0227186272109843,0.9781497668009045,-0.13168538439184413
mp-757201,Li4Fe3O8,-1.618022694888888,-0.5702705771851995,1.8024710717062284,0.5636873709378127,-0.8895469309148581,-0.8007479384375835,-0.13168538439184413
mp-771986,Li4Fe3O8,-1.700059072222221,-0.5401334154526535,0.12779852609898584,0.04022647521309487,-0.817291903703997,-0.8007479384375835,-0.13168538439184413
mp-775127,Li4Fe3O8,-1.724968086222222,-0.7076014867272377,-0.38068860168397806,-0.23780010433580526,-0.7726861051364713,-0.8007479384375835,-0.13168538439184413
mp-759241,Li4Fe7O12,-1.798304625144927,0.7916927632299867,-0.6312182116954946,1.0638833946845199,0.8924178774908246,1.1008323671621794,-0.13168538439184413
mp-752680,Li4FeO3,-1.907044623854166,2.4322180260122868,-0.6778882825302676,-1.5667839246092872,0.2549149335969306,0.24205416463325424,-0.13168538439184413
mp-755232,Li4FeO4,-1.874669576759259,-0.34796469005217673,-0.3352510081514317,-1.407385683200203,0.3931262097797492,0.4874193653558043,-0.13168538439184413
mp-754802,Li5(FeO2)4,-1.848050674509802,0.6612165806702544,-0.15848250109407933,0.7721062707656673,-0.7798473455453747,-0.6780653380763085,-0.13168538439184413
mp-780312,Li5(FeO2)4,-1.848594704215686,0.5592229705714775,-0.16958820373544317,0.5561452834187188,0.11236667506573099,0.3647367649945293,-0.13168538439184413
mp-758105,Li5Fe11O16,-1.7214579058333341,-0.007237485052437184,-0.7319011871301044,1.6751832889087155,0.07894043738611865,0.24205416463325424,-0.13168538439184413
mp-762692,Li5Fe11O16,-1.7287216761458342,-0.24431649068180888,-0.8801821950848266,1.509335398449593,0.1208286404393732,0.24205416463325424,-0.13168538439184413
mp-766727,Li5Fe11O16,-1.748551487395834,0.7386277215911098,-1.2849835961756448,1.4666080448328196,1.8734600643699013,2.204975770413655,-0.13168538439184413
mp-1177185,Li5Fe3O8,-1.844619246041666,-0.7076014867272377,-0.7239997545490575,0.04129679249793443,0.008644505131797979,0.24205416463325424,-0.13168538439184413
mp-780216,Li5Fe3O8,-1.8442670435416662,-0.7076014867272377,-0.7168099702556097,0.048281838489887215,0.006480879837638847,0.24205416463325424,-0.13168538439184413
mp-758794,Li5Fe5O12,-1.705398682575758,-0.7076014867272377,-0.38389249297522454,0.19794631932792497,0.7972654381834,0.9781497668009045,-0.13168538439184413
mp-759022,Li5Fe5O12,-1.7111107737121212,-0.6500454170654725,-0.5004978638487464,0.08922503495192122,0.8469646751111707,0.9781497668009045,-0.13168538439184413
mp-771687,Li5Fe5O12,-1.674076175303029,-0.7076014867272377,0.2555182744710685,-0.24313232855288022,-0.29853144687671695,-0.3713588371731209,-0.13168538439184413
mp-756856,Li5Fe7O12,-1.842773821111111,0.7464279281571817,-1.2375634132114306,1.103944184666001,-0.35241417149323545,-0.24867623681184586,-0.13168538439184413
mp-19511,Li5FeO4,-2.042025744666667,2.4912218612866956,-1.7464115769781097,-1.379669300720278,2.553521244327065,2.419670321045886,7.5938571665963455
mp-770834,Li5FeO4,-1.996121979666666,2.4912218612866956,-0.8093422245230041,-1.6701865549652817,0.6444870414820766,0.7327845660783544,-0.13168538439184413
mp-770923,Li5FeO4,-1.9706470331666661,2.4912218612866956,-0.2893022752817711,-1.7268572128688329,0.6815229498620979,0.7327845660783544,-0.13168538439184413
mp-779333,Li5FeO4,-1.9726813569166661,2.4912218612866956,-0.3308305124339191,-1.5882590241775103,0.593013497642216,0.7327845660783544,-0.13168538439184413
mp-779889,Li5FeO4,-1.953934427666666,2.4912218612866956,0.05186517391811496,-1.7031912937506706,2.618252715515478,2.419670321045886,-0.13168538439184413
mp-780192,Li5FeO4,-1.9949778201666661,2.387307745783393,-0.7859856043902247,-1.6924767052784548,0.6589105207895788,0.7327845660783544,-0.13168538439184413
mp-780207,Li5FeO4,-1.9847467809166661,2.1372283958772376,-0.5771314216246504,-1.7224911648298753,0.6786263951743693,0.7327845660783544,-0.13168538439184413
mp-1177119,Li6Fe3O8,-1.8383411017647062,-0.7076014867272377,0.5299723815561378,-0.11082049482441826,0.0922761427322374,0.3647367649945293,-0.13168538439184413
mp-780188,Li6Fe5O12,-1.809945742173912,-0.7076014867272377,-1.0285624217657579,0.27487016938728887,-0.40684418400708233,-0.3100175369924834,-0.13168538439184413
mp-780305,Li6Fe5O12,-1.78551403673913,-0.5402516004006244,-0.5298189659480476,0.18532187872469227,0.8360308556974749,1.1008323671621794,-0.13168538439184413
mp-758888,Li6Fe7O15,-1.702672676249999,-0.7076014867272377,0.6869809913465706,0.6204897610400567,-0.12640771975089918,-0.0033110360892958145,-0.13168538439184413
mp-762600,Li6Fe7O15,-1.285625429107142,-0.7076014867272377,2.206051032491325,0.6518599960881336,-0.1343913204539478,-0.0033110360892958145,-0.13168538439184413
mp-756155,Li6FeO4,-1.961743484090909,2.4856376224950765,-1.2254550796427086,-1.6071194543599847,0.7040970974145052,0.9781497668009045,-0.13168538439184413
mp-771897,Li6FeO6,-1.7787469561538471,-0.7076014867272377,-0.22142795616234426,-1.6024819287638468,-0.9174201601077795,-0.9234305387988585,-0.13168538439184413
mp-1176887,Li7Fe3O10,-1.771821454666667,-0.7076014867272377,-0.04474104882271387,-0.44118979838836386,-0.5941326948573561,-0.49404143753439594,-0.13168538439184413
mp-771124,Li7Fe3O8,-1.910668286018518,1.4899294358413142,0.054222482363421365,-1.1636862378191293,0.5830887425446876,0.4874193653558043,-0.13168538439184413
mp-806082,Li7Fe3O8,0.383844500092592,-0.7076014867272377,2.206051032491325,-1.1636862467994882,0.5830887474523921,0.4874193653558043,-0.13168538439184413
mp-1176882,Li7Fe5O12,-1.8806905422222222,-0.7076014867272377,-1.1185353964200926,0.22377006041530162,-0.37903119919982525,-0.24867623681184586,-0.13168538439184413
mp-756862,Li7Fe5O12,-1.895819119305556,-0.6487453826377939,-1.427366838264686,0.6711908671275465,-0.47319065978451935,-0.24867623681184586,-0.13168538439184413
mp-1176883,Li7Fe5O16,-1.4968235097619051,-0.7076014867272377,1.2915244776504424,-0.3913118668488582,-0.04986745027903986,-0.0033110360892958145,-0.13168538439184413
mp-752471,Li7FeO6,-1.875766648809523,-0.320663967070927,-0.6379355891081468,-1.4561672286337322,-0.9207928645155004,-0.8620892386182211,-0.13168538439184413
mp-1638858,Li8(FeO2)5,-1.802907722463769,-0.5523064650936431,0.28841695844547977,-0.8226494986156191,1.2959014087023666,1.1008323671621794,-0.13168538439184413
mp-1643420,Li8(FeO2)5,-1.805728215507247,-0.09776715519804925,0.23084003442072926,-0.8146065694423882,1.2905432647095696,1.1008323671621794,-0.13168538439184413
mp-1643829,Li8(FeO2)5,-1.803781708985508,-0.5384788261810616,0.2705755900091548,-0.8018060413749041,1.2820562772825566,1.1008323671621794,-0.13168538439184413
mp-753255,Li8(FeO2)5,-1.819837816811594,-0.7076014867272377,-0.057190260211193,-0.8361325191649776,-0.15230675455925288,-0.3100175369924834,-0.13168538439184413
mp-764936,Li8(FeO2)5,-1.7977850711594212,-0.7076014867272377,0.39298963436039475,-0.7476218010108812,-0.1814336083823523,-0.3100175369924834,-0.13168538439184413
mp-779474,Li8Fe2O7,-1.960386017598038,2.3165149619489003,-0.3130071517967654,-1.477024434269291,2.2500428845143485,2.419670321045886,-0.13168538439184413
mp-772983,Li8Fe2O9,-1.8438580644298241,-0.7076014867272377,-1.3925976482719304,-0.9616765404235986,2.16628954326995,2.419670321045886,-0.13168538439184413
mp-1176945,Li8Fe7O15,-1.860449342388888,-0.7076014867272377,-0.2951569711553723,0.6709611532589588,-0.10886173815830426,0.11937156427197922,-0.13168538439184413
mp-756644,Li8Fe7O15,-1.314378449388888,-0.7076014867272377,2.206051032491325,0.5954567122296575,-0.08922881383757396,0.11937156427197922,-0.13168538439184413
mp-756356,Li8FeO6,-1.964386225777777,-0.3120364658690606,-1.1481540834375774,-1.451584927937913,-0.1860936279068106,0.11937156427197922,-0.13168538439184413
mp-763305,Li8FeO6,-1.9689383061111112,-0.7076014867272377,-1.2410792491681166,-1.92971230309575,0.023566448282597855,0.11937156427197922,-0.13168538439184413
mp-759144,Li9(FeO4)2,-1.9068294423684211,-0.7076014867272377,0.06361899536197033,-1.7175059466310703,0.6240192824630643,0.6101019657170793,-0.13168538439184413
mp-774501,Li9(FeO4)2,-1.910536287368421,-0.6571365139437189,-0.01205172236238943,-1.6344344295034618,-0.5189575881749487,-0.5553827377150334,-0.13168538439184413
mp-780203,Li9(FeO4)2,-1.922352728947368,-0.6767552153068659,-0.2532699592261394,-1.6841139510428964,0.6026595211559953,0.6101019657170793,-0.13168538439184413
mp-772996,Li9Fe23O32,-1.7033639593749998,0.6027150314247219,-0.9537915955064563,1.6171272332450541,1.8883059657502197,2.204975770413655,-0.13168538439184413
mp-764889,Li9Fe5O12,-1.9127758473076921,-0.37774729694081033,-0.3275962642544707,-0.10932289916487353,-0.2631102975611464,-0.12599363645057085,-0.13168538439184413
mp-773010,LiFe23O32,-1.618694834880953,0.3044162227464911,-0.5818335034213215,1.435278242389964,1.8771586123113433,1.7142453689685546,-0.13168538439184413
mp-1282759,LiFe2O3,-1.7237957830555541,-0.6702550431684734,-0.38545526617920756,1.1954891495270528,-0.9409532973303754,-0.984771838979496,-0.13168538439184413
mp-1298536,LiFe2O3,-1.763118891388888,1.1311199338020468,-1.188188542250064,1.2620802917123943,-0.9478688640414654,-0.984771838979496,-0.13168538439184413
mp-1309364,LiFe2O3,-1.747525596388888,1.1157558905658473,-0.8698704511677573,1.2562133444944157,-0.9472653270200976,-0.984771838979496,-0.13168538439184413
mp-2411688,LiFe2O3,-1.730408763055554,0.18221298654471066,-0.520451183973713,1.158641017904941,-1.2733029276322114,-1.3528196400633212,-0.13168538439184413
mp-756381,LiFe2O3,-1.696370088055554,-0.7076014867272377,0.17440683346076982,1.3340719533080267,-1.2823639455240907,-1.3528196400633212,-0.13168538439184413
mp-1101736,LiFe3O4,-1.673855534166666,0.4942212491875523,-0.9426693477123074,1.8021205521535926,-1.1727043898178415,-1.2301370397020461,-0.13168538439184413
mp-1176726,LiFe3O4,-1.6739037654166662,-0.6951920671903077,-0.9436539298311293,1.7677968889892974,-0.7315482970917558,-0.739406638256946,-0.13168538439184413
mp-772508,LiFe3O4,-1.626865487916667,-0.7076014867272377,0.016575111022615805,1.8575812687654036,-1.1761489742030373,-1.2301370397020461,-0.13168538439184413
mp-773525,LiFe3O4,-1.6720515504166662,0.2747518008058259,-0.9058432206080936,1.8021215930544865,-1.1727044549804972,-1.2301370397020461,-0.13168538439184413
mp-21735,LiFe5O8,-1.7119847100595251,0.9097595262527901,-0.45906819834418083,1.0746677666758746,1.7782903698402923,1.7142453689685546,-0.13168538439184413
mp-33551,LiFe5O8,-1.638523495952382,0.7071905254308852,1.040552853086859,1.6351141623222791,-0.8322762494805683,-0.8620892386182211,-0.13168538439184413
mp-706252,LiFe5O8,-1.6761909043452392,0.5177400538337361,0.27161867107902177,1.2981717686783356,2.618252715515478,2.419670321045886,-0.13168538439184413
mp-757153,LiFe5O8,-1.62827016095238,0.5359405358212339,1.249862176384343,1.6841389803314566,-0.8378309513137087,-0.8620892386182211,-0.13168538439184413
mp-1222302,LiFeO2,-1.8252071458333332,-0.5855164354734304,0.697722155815007,0.8841951066172073,-1.4096148474155388,-1.475502240424596,-0.13168538439184413
mp-18782,LiFeO2,-1.924714834583333,-0.7076014867272377,-1.3336058945369114,0.7081544374280573,-1.1977249342076985,-1.2301370397020461,-0.13168538439184413
mp-19419,LiFeO2,-1.870063350833333,1.268450843344086,-0.21796253743273927,0.8869029951674944,-1.4097041431685122,-1.475502240424596,-0.13168538439184413
mp-754977,LiFeO2,-1.906169549583332,1.4032998689787377,-0.9550265295099987,0.48673273229425634,-1.1816218803649732,-1.2301370397020461,-0.13168538439184413
mp-755709,LiFeO2,-1.943657715833333,1.2800329682452216,-1.7203017018758233,0.8910547763351502,-0.8107382911251001,-0.739406638256946,-0.13168538439184413
mp-756497,LiFeO2,-1.917560836333332,1.0345628313099262,-1.1875657492984508,0.5857239443997697,-0.5581225165290309,-0.49404143753439594,-0.13168538439184413
mp-756527,LiFeO2,-1.867385261458332,-0.3464282857285555,-0.16329261054443203,0.7467386110775514,-0.7912738497404027,-0.739406638256946,-0.13168538439184413
